Datetime,hour,day_of_week,month,NO2(GT),NOx(GT),C6H6(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AQI_next_hour
2005-03-01 22:00:00,22.0,1.0,3.0,116.0,165.0,2.4,808.0,613.0,1137.0,672.0,543.0,0.6,34.1,0.221,504.8125
2005-03-01 23:00:00,23.0,1.0,3.0,110.0,152.0,2.5,812.0,621.0,1143.0,669.0,529.0,0.3,31.9,0.2031,489.775
2005-03-02 00:00:00,0.0,2.0,3.0,102.0,141.0,2.2,790.0,597.0,1184.0,637.0,465.0,0.2,30.2,0.191,473.0625
2005-03-02 01:00:00,1.0,2.0,3.0,93.0,122.0,1.5,765.0,544.0,1253.0,601.0,405.0,0.0,29.7,0.1847,459.6625
2005-03-02 02:00:00,2.0,2.0,3.0,67.0,79.0,1.3,761.0,525.0,1307.0,605.0,332.0,-0.1,31.9,0.1975,490.9875
2005-03-02 03:00:00,3.0,2.0,3.0,109.0,180.0,0.9,788.0,486.0,1294.0,650.0,420.0,-1.1,41.4,0.2379,490.0875
2005-03-02 04:00:00,4.0,2.0,3.0,75.0,81.0,0.7,790.0,471.0,1302.0,669.0,532.0,-1.4,44.9,0.2536,504.2375
2005-03-02 05:00:00,5.0,2.0,3.0,73.0,77.0,0.9,804.0,489.0,1262.0,698.0,630.0,-1.3,46.3,0.2635,529.675
2005-03-02 06:00:00,6.0,2.0,3.0,96.0,124.0,1.4,831.0,537.0,1158.0,722.0,768.0,-1.2,47.2,0.27,566.9375
2005-03-02 07:00:00,7.0,2.0,3.0,110.0,159.0,3.5,881.0,680.0,1023.0,813.0,866.0,-1.3,47.5,0.2702,708.625
2005-03-02 08:00:00,8.0,2.0,3.0,150.0,396.0,11.0,1099.0,1013.0,690.0,1056.0,1254.0,-1.9,51.4,0.2801,739.175
2005-03-02 09:00:00,9.0,2.0,3.0,169.0,479.0,12.4,1100.0,1065.0,669.0,1072.0,1347.0,-0.5,45.9,0.2763,686.4125
2005-03-02 10:00:00,10.0,2.0,3.0,181.0,438.0,8.3,1042.0,910.0,774.0,922.0,1216.0,4.6,32.5,0.2783,682.8625
2005-03-02 11:00:00,11.0,2.0,3.0,187.0,466.0,8.9,1026.0,935.0,747.0,942.0,1151.0,7.5,24.3,0.2528,563.3375
2005-03-02 12:00:00,12.0,2.0,3.0,146.0,288.0,5.7,905.0,796.0,900.0,767.0,699.0,9.6,18.8,0.2246,537.1875
2005-03-02 13:00:00,13.0,2.0,3.0,131.0,205.0,5.5,891.0,790.0,927.0,764.0,584.0,9.3,18.4,0.2157,613.75
2005-03-02 14:00:00,14.0,2.0,3.0,161.0,311.0,9.0,968.0,938.0,790.0,897.0,836.0,9.7,18.6,0.2244,557.0375
2005-03-02 15:00:00,15.0,2.0,3.0,143.0,246.0,6.3,909.0,826.0,898.0,802.0,626.0,10.1,16.7,0.2062,620.1375
2005-03-02 16:00:00,16.0,2.0,3.0,176.0,356.0,9.1,938.0,945.0,804.0,855.0,878.0,11.8,13.5,0.1862,638.8
2005-03-02 17:00:00,17.0,2.0,3.0,178.0,397.0,8.4,971.0,917.0,802.0,885.0,952.0,11.6,15.3,0.2086,798.4375
2005-03-02 18:00:00,18.0,2.0,3.0,207.0,579.0,17.5,1148.0,1226.0,624.0,1126.0,1460.0,9.1,19.2,0.2225,933.5375
2005-03-02 19:00:00,19.0,2.0,3.0,240.0,819.0,23.3,1299.0,1384.0,523.0,1325.0,1855.0,7.2,25.6,0.2611,910.75
2005-03-02 20:00:00,20.0,2.0,3.0,236.0,754.0,19.0,1315.0,1269.0,551.0,1282.0,1860.0,6.1,34.0,0.3237,777.7625
2005-03-02 21:00:00,21.0,2.0,3.0,199.0,473.0,11.1,1180.0,1020.0,656.0,1054.0,1629.0,5.1,36.4,0.323,688.9
2005-03-02 22:00:00,22.0,2.0,3.0,170.0,300.0,6.2,1070.0,821.0,754.0,936.0,1454.0,4.8,39.6,0.344,657.25
2005-03-02 23:00:00,23.0,2.0,3.0,153.0,235.0,5.0,1031.0,763.0,818.0,905.0,1348.0,5.0,39.6,0.3479,651.1625
2005-03-03 00:00:00,0.0,3.0,3.0,140.0,207.0,5.3,1047.0,778.0,799.0,907.0,1326.0,4.1,41.7,0.3456,638.775
2005-03-03 01:00:00,1.0,3.0,3.0,138.0,204.0,4.2,1030.0,724.0,832.0,893.0,1285.0,4.4,43.3,0.3656,613.4375
2005-03-03 02:00:00,2.0,3.0,3.0,117.0,155.0,3.5,986.0,682.0,875.0,884.0,1205.0,3.8,45.9,0.3728,615.25
2005-03-03 03:00:00,3.0,3.0,3.0,109.0,180.0,3.0,992.0,655.0,876.0,887.0,1220.0,3.6,49.7,0.396,658.8875
2005-03-03 04:00:00,4.0,3.0,3.0,119.0,179.0,4.1,1076.0,715.0,783.0,947.0,1448.0,3.4,56.3,0.4455,657.5
2005-03-03 05:00:00,5.0,3.0,3.0,108.0,143.0,4.0,1104.0,713.0,754.0,1001.0,1433.0,2.9,67.9,0.5183,685.0125
2005-03-03 06:00:00,6.0,3.0,3.0,121.0,212.0,5.1,1160.0,770.0,702.0,1063.0,1447.0,2.8,74.1,0.5618,714.9625
2005-03-03 07:00:00,7.0,3.0,3.0,136.0,263.0,6.7,1217.0,846.0,650.0,1120.0,1481.0,2.9,75.6,0.5742,895.7
2005-03-03 08:00:00,8.0,3.0,3.0,175.0,648.0,15.6,1457.0,1167.0,496.0,1422.0,1785.0,3.8,72.4,0.5867,898.1375
2005-03-03 09:00:00,9.0,3.0,3.0,211.0,717.0,17.1,1337.0,1212.0,529.0,1406.0,1756.0,5.9,50.2,0.4706,718.725
2005-03-03 10:00:00,10.0,3.0,3.0,186.0,389.0,8.8,1111.0,931.0,687.0,1069.0,1368.0,7.3,39.4,0.4035,710.3625
2005-03-03 11:00:00,11.0,3.0,3.0,177.0,438.0,6.9,1165.0,852.0,692.0,1155.0,1197.0,3.6,75.9,0.6055,664.3
2005-03-03 12:00:00,12.0,3.0,3.0,147.0,282.0,5.4,1129.0,783.0,757.0,1127.0,1084.0,3.6,78.6,0.6283,646.7375
2005-03-03 13:00:00,13.0,3.0,3.0,150.0,268.0,4.9,1092.0,759.0,773.0,1088.0,1039.0,5.3,69.2,0.6213,638.6625
2005-03-03 14:00:00,14.0,3.0,3.0,148.0,248.0,5.3,1096.0,777.0,767.0,1107.0,961.0,6.1,66.0,0.6255,644.55
2005-03-03 15:00:00,15.0,3.0,3.0,151.0,272.0,5.4,1108.0,783.0,758.0,1115.0,964.0,6.0,70.1,0.6577,648.3125
2005-03-03 16:00:00,16.0,3.0,3.0,151.0,291.0,5.5,1124.0,787.0,740.0,1147.0,941.0,6.3,72.1,0.6907,707.9375
2005-03-03 17:00:00,17.0,3.0,3.0,165.0,363.0,7.5,1216.0,879.0,670.0,1252.0,1111.0,6.3,75.7,0.7252,873.5875
2005-03-03 18:00:00,18.0,3.0,3.0,197.0,660.0,16.7,1437.0,1202.0,507.0,1510.0,1459.0,5.6,80.4,0.7382,925.65
2005-03-03 19:00:00,19.0,3.0,3.0,228.0,907.0,18.2,1473.0,1245.0,476.0,1539.0,1519.0,4.9,82.4,0.7201,852.3125
2005-03-03 20:00:00,20.0,3.0,3.0,196.0,639.0,15.5,1396.0,1164.0,508.0,1488.0,1412.0,4.3,84.0,0.7051,788.7375
2005-03-03 21:00:00,21.0,3.0,3.0,192.0,574.0,10.9,1285.0,1013.0,568.0,1331.0,1336.0,4.3,83.6,0.7025,727.2125
2005-03-03 22:00:00,22.0,3.0,3.0,161.0,373.0,8.7,1206.0,928.0,621.0,1235.0,1285.0,4.6,82.5,0.7066,706.1625
2005-03-03 23:00:00,23.0,3.0,3.0,156.0,330.0,7.3,1179.0,868.0,664.0,1205.0,1240.0,4.4,82.0,0.6938,716.6875
2005-03-04 00:00:00,0.0,4.0,3.0,158.0,336.0,7.5,1213.0,877.0,654.0,1206.0,1282.0,4.3,80.9,0.6791,692.6
2005-03-04 01:00:00,1.0,4.0,3.0,154.0,347.0,6.8,1142.0,849.0,680.0,1173.0,1189.0,4.1,81.2,0.6721,651.5875
2005-03-04 02:00:00,2.0,4.0,3.0,138.0,241.0,4.7,1089.0,750.0,765.0,1108.0,1117.0,3.9,80.9,0.6613,597.8125
2005-03-04 03:00:00,3.0,4.0,3.0,109.0,180.0,2.5,982.0,617.0,891.0,977.0,1024.0,4.5,70.6,0.6004,549.1625
2005-03-04 04:00:00,4.0,4.0,3.0,92.0,96.0,1.3,888.0,526.0,1134.0,912.0,744.0,4.5,65.1,0.5547,584.9
2005-03-04 05:00:00,5.0,4.0,3.0,103.0,147.0,2.2,979.0,602.0,925.0,993.0,928.0,4.0,75.2,0.6161,616.45
2005-03-04 06:00:00,6.0,4.0,3.0,117.0,210.0,3.6,1023.0,690.0,833.0,1049.0,1006.0,3.7,76.4,0.6164,702.6875
2005-03-04 07:00:00,7.0,4.0,3.0,139.0,409.0,7.5,1153.0,878.0,682.0,1180.0,1173.0,3.1,77.3,0.5985,883.85
2005-03-04 08:00:00,8.0,4.0,3.0,167.0,719.0,16.8,1393.0,1204.0,506.0,1497.0,1568.0,3.7,74.4,0.5992,1052.625
2005-03-04 09:00:00,9.0,4.0,3.0,205.0,959.0,28.0,1567.0,1502.0,399.0,1848.0,1913.0,5.0,69.4,0.6118,885.35
2005-03-04 10:00:00,10.0,4.0,3.0,216.0,744.0,15.8,1334.0,1174.0,524.0,1432.0,1643.0,6.5,60.9,0.5919,851.0625
2005-03-04 11:00:00,11.0,4.0,3.0,192.0,583.0,15.5,1280.0,1165.0,533.0,1435.0,1605.0,7.6,59.8,0.6245,859.8625
2005-03-04 12:00:00,12.0,4.0,3.0,188.0,597.0,14.9,1330.0,1145.0,537.0,1399.0,1668.0,8.6,57.6,0.6471,875.925
2005-03-04 13:00:00,13.0,4.0,3.0,189.0,550.0,16.4,1349.0,1193.0,507.0,1493.0,1710.0,10.9,52.4,0.6826,851.575
2005-03-04 14:00:00,14.0,4.0,3.0,192.0,499.0,15.6,1349.0,1167.0,515.0,1443.0,1632.0,12.3,48.3,0.6871,835.8875
2005-03-04 15:00:00,15.0,4.0,3.0,194.0,470.0,16.1,1344.0,1182.0,525.0,1411.0,1545.0,12.5,43.4,0.6298,851.95
2005-03-04 16:00:00,16.0,4.0,3.0,217.0,568.0,16.6,1337.0,1198.0,521.0,1401.0,1557.0,11.9,42.3,0.5902,834.6125
2005-03-04 17:00:00,17.0,4.0,3.0,178.0,525.0,15.9,1316.0,1177.0,544.0,1392.0,1529.0,12.3,41.2,0.5867,794.5375
2005-03-04 18:00:00,18.0,4.0,3.0,183.0,481.0,13.3,1253.0,1094.0,575.0,1327.0,1430.0,10.8,48.1,0.6235,802.8625
2005-03-04 19:00:00,19.0,4.0,3.0,189.0,414.0,14.9,1258.0,1144.0,558.0,1336.0,1509.0,8.9,52.5,0.5996,874.4375
2005-03-04 20:00:00,20.0,4.0,3.0,225.0,565.0,18.5,1326.0,1253.0,514.0,1479.0,1615.0,8.4,54.7,0.6057,696.8625
2005-03-04 21:00:00,21.0,4.0,3.0,175.0,303.0,7.9,1109.0,896.0,710.0,1132.0,1242.0,7.5,58.7,0.6112,638.0
2005-03-04 22:00:00,22.0,4.0,3.0,153.0,221.0,5.0,1029.0,762.0,820.0,1049.0,1065.0,6.9,60.0,0.5977,676.3125
2005-03-04 23:00:00,23.0,4.0,3.0,156.0,260.0,6.5,1112.0,833.0,759.0,1104.0,1180.0,6.6,61.3,0.5995,676.375
2005-03-05 00:00:00,0.0,5.0,3.0,172.0,327.0,6.0,1100.0,810.0,768.0,1070.0,1158.0,6.3,59.8,0.5761,695.35
2005-03-05 01:00:00,1.0,5.0,3.0,164.0,344.0,6.8,1136.0,849.0,715.0,1132.0,1216.0,5.4,65.8,0.5935,618.875
2005-03-05 02:00:00,2.0,5.0,3.0,157.0,270.0,4.0,1000.0,712.0,848.0,989.0,971.0,5.8,59.6,0.5523,616.8
2005-03-05 03:00:00,3.0,5.0,3.0,109.0,180.0,4.4,1041.0,732.0,789.0,1003.0,1076.0,4.9,62.6,0.5477,606.75
2005-03-05 04:00:00,4.0,5.0,3.0,136.0,191.0,4.0,1009.0,710.0,819.0,974.0,1011.0,4.4,63.9,0.5385,569.4375
2005-03-05 05:00:00,5.0,5.0,3.0,110.0,136.0,3.5,975.0,681.0,889.0,948.0,813.0,4.2,62.5,0.5191,605.7875
2005-03-05 06:00:00,6.0,5.0,3.0,128.0,194.0,4.3,993.0,727.0,810.0,989.0,1001.0,3.1,68.6,0.5302,545.5
2005-03-05 07:00:00,7.0,5.0,3.0,132.0,168.0,2.0,872.0,587.0,1082.0,866.0,655.0,4.6,54.6,0.4682,632.5125
2005-03-05 08:00:00,8.0,5.0,3.0,156.0,254.0,6.1,1017.0,818.0,842.0,1034.0,933.0,5.0,54.5,0.4788,687.8375
2005-03-05 09:00:00,9.0,5.0,3.0,185.0,410.0,8.7,1070.0,928.0,701.0,1112.0,1088.0,7.0,48.1,0.4847,531.0125
2005-03-05 10:00:00,10.0,5.0,3.0,121.0,166.0,3.1,915.0,658.0,957.0,866.0,562.0,10.0,37.7,0.4643,555.65
2005-03-05 11:00:00,11.0,5.0,3.0,117.0,162.0,5.2,978.0,772.0,870.0,955.0,586.0,13.0,30.3,0.452,555.9125
2005-03-05 12:00:00,12.0,5.0,3.0,133.0,188.0,5.3,968.0,777.0,830.0,929.0,617.0,14.0,28.1,0.4476,585.3375
2005-03-05 13:00:00,13.0,5.0,3.0,136.0,199.0,6.7,1008.0,843.0,787.0,998.0,705.0,13.3,28.9,0.4399,619.1625
2005-03-05 14:00:00,14.0,5.0,3.0,162.0,272.0,8.3,1025.0,913.0,724.0,1035.0,814.0,13.4,29.0,0.4436,563.4875
2005-03-05 15:00:00,15.0,5.0,3.0,132.0,180.0,5.9,983.0,806.0,820.0,966.0,615.0,13.5,28.3,0.4374,610.0375
2005-03-05 16:00:00,16.0,5.0,3.0,162.0,255.0,7.3,1018.0,868.0,751.0,1015.0,804.0,13.0,29.7,0.442,642.8
2005-03-05 17:00:00,17.0,5.0,3.0,159.0,251.0,8.4,1101.0,916.0,721.0,1125.0,861.0,11.6,38.7,0.5271,659.5875
2005-03-05 18:00:00,18.0,5.0,3.0,156.0,258.0,7.7,1116.0,888.0,695.0,1176.0,980.0,8.6,56.3,0.6312,696.5125
2005-03-05 19:00:00,19.0,5.0,3.0,177.0,344.0,9.1,1161.0,945.0,654.0,1205.0,1077.0,8.5,57.9,0.6435,739.7375
2005-03-05 20:00:00,20.0,5.0,3.0,185.0,380.0,10.9,1212.0,1010.0,622.0,1284.0,1214.0,7.8,63.4,0.6735,742.775
2005-03-05 21:00:00,21.0,5.0,3.0,199.0,464.0,10.2,1225.0,985.0,635.0,1255.0,1169.0,7.2,69.5,0.7084,686.975
2005-03-05 22:00:00,22.0,5.0,3.0,166.0,304.0,7.8,1154.0,891.0,697.0,1197.0,1079.0,6.5,74.7,0.7248,679.75
2005-03-05 23:00:00,23.0,5.0,3.0,152.0,258.0,7.0,1140.0,856.0,707.0,1171.0,1147.0,6.5,73.9,0.7224,729.025
2005-03-06 00:00:00,0.0,6.0,3.0,170.0,358.0,9.2,1201.0,949.0,665.0,1220.0,1260.0,6.8,72.1,0.7143,620.575
2005-03-06 01:00:00,1.0,6.0,3.0,160.0,278.0,4.6,1011.0,742.0,842.0,998.0,929.0,7.0,60.0,0.6055,506.7625
2005-03-06 02:00:00,2.0,6.0,3.0,100.0,116.0,2.1,867.0,590.0,1088.0,826.0,465.0,7.2,47.8,0.487,507.3125
2005-03-06 03:00:00,3.0,6.0,3.0,109.0,180.0,1.5,856.0,545.0,1166.0,803.0,398.0,7.2,47.3,0.483,482.4125
2005-03-06 04:00:00,4.0,6.0,3.0,57.0,60.0,1.3,859.0,527.0,1203.0,810.0,342.0,6.8,52.9,0.5245,482.225
2005-03-06 05:00:00,5.0,6.0,3.0,48.0,51.0,0.8,859.0,479.0,1285.0,822.0,313.0,5.8,65.0,0.6029,484.325
2005-03-06 06:00:00,6.0,6.0,3.0,32.0,33.0,0.6,842.0,454.0,1433.0,788.0,292.0,5.8,59.4,0.5502,495.0125
2005-03-06 07:00:00,7.0,6.0,3.0,72.0,80.0,1.1,856.0,505.0,1246.0,833.0,367.0,5.5,58.3,0.529,497.625
2005-03-06 08:00:00,8.0,6.0,3.0,86.0,103.0,1.0,867.0,500.0,1219.0,818.0,387.0,5.9,54.8,0.5119,495.9375
2005-03-06 09:00:00,9.0,6.0,3.0,79.0,93.0,1.5,877.0,541.0,1148.0,829.0,399.0,7.3,48.7,0.5007,490.175
2005-03-06 10:00:00,10.0,6.0,3.0,87.0,108.0,1.4,869.0,535.0,1162.0,783.0,376.0,9.4,39.9,0.4707,490.75
2005-03-06 11:00:00,11.0,6.0,3.0,85.0,107.0,2.0,900.0,582.0,1081.0,792.0,377.0,11.2,33.8,0.449,492.4125
2005-03-06 12:00:00,12.0,6.0,3.0,97.0,122.0,2.3,899.0,603.0,1055.0,782.0,379.0,12.3,29.9,0.4255,489.45
2005-03-06 13:00:00,13.0,6.0,3.0,96.0,122.0,2.6,895.0,624.0,1002.0,787.0,387.0,14.8,23.7,0.3945,560.4625
2005-03-06 14:00:00,14.0,6.0,3.0,113.0,156.0,6.7,992.0,844.0,830.0,990.0,552.0,13.1,26.6,0.399,671.2875
2005-03-06 15:00:00,15.0,6.0,3.0,163.0,246.0,13.3,1104.0,1095.0,609.0,1210.0,930.0,13.3,25.7,0.3914,539.375
2005-03-06 16:00:00,16.0,6.0,3.0,146.0,205.0,4.0,933.0,711.0,912.0,850.0,554.0,12.0,27.7,0.3885,582.2875
2005-03-06 17:00:00,17.0,6.0,3.0,167.0,257.0,5.3,973.0,778.0,839.0,916.0,723.0,11.5,30.1,0.4067,629.575
2005-03-06 18:00:00,18.0,6.0,3.0,162.0,228.0,8.6,1069.0,923.0,735.0,1036.0,875.0,10.1,33.2,0.4115,635.65
2005-03-06 19:00:00,19.0,6.0,3.0,194.0,321.0,6.2,1055.0,821.0,797.0,942.0,949.0,8.6,38.1,0.4282,612.4125
2005-03-06 20:00:00,20.0,6.0,3.0,185.0,270.0,5.3,1032.0,778.0,834.0,926.0,869.0,8.0,41.2,0.4433,574.0125
2005-03-06 21:00:00,21.0,6.0,3.0,158.0,203.0,4.1,982.0,714.0,879.0,905.0,747.0,7.5,43.8,0.4551,569.6875
2005-03-06 22:00:00,22.0,6.0,3.0,156.0,201.0,3.5,968.0,680.0,918.0,891.0,740.0,6.8,46.9,0.465,582.2625
2005-03-06 23:00:00,23.0,6.0,3.0,157.0,207.0,4.1,979.0,718.0,883.0,903.0,807.0,6.1,46.3,0.4394,544.15
2005-03-07 00:00:00,0.0,0.0,3.0,141.0,180.0,3.2,935.0,666.0,939.0,836.0,653.0,5.6,45.5,0.4187,528.525
2005-03-07 01:00:00,1.0,0.0,3.0,116.0,140.0,3.2,942.0,666.0,960.0,848.0,553.0,5.4,48.8,0.4393,487.4625
2005-03-07 02:00:00,2.0,0.0,3.0,84.0,93.0,1.7,883.0,561.0,1080.0,785.0,412.0,5.1,51.2,0.4534,488.5875
2005-03-07 03:00:00,3.0,0.0,3.0,109.0,180.0,0.7,841.0,470.0,1311.0,708.0,289.0,5.3,51.0,0.4563,479.6875
2005-03-07 04:00:00,4.0,0.0,3.0,34.0,35.0,0.5,843.0,443.0,1490.0,730.0,262.0,5.2,57.2,0.5094,478.325
2005-03-07 05:00:00,5.0,0.0,3.0,45.0,47.0,0.6,872.0,460.0,1359.0,755.0,288.0,4.5,63.1,0.5381,479.85
2005-03-07 06:00:00,6.0,0.0,3.0,59.0,68.0,0.8,862.0,474.0,1312.0,753.0,310.0,5.2,54.5,0.486,506.8375
2005-03-07 07:00:00,7.0,0.0,3.0,99.0,131.0,1.7,917.0,562.0,1099.0,827.0,418.0,5.6,51.3,0.4712,596.775
2005-03-07 08:00:00,8.0,0.0,3.0,165.0,289.0,5.2,1022.0,771.0,812.0,941.0,769.0,5.9,45.4,0.4244,621.2
2005-03-07 09:00:00,9.0,0.0,3.0,168.0,322.0,6.6,1022.0,837.0,755.0,978.0,881.0,6.9,41.3,0.4145,602.4375
2005-03-07 10:00:00,10.0,0.0,3.0,169.0,330.0,5.5,961.0,789.0,839.0,910.0,816.0,8.6,34.2,0.3834,569.425
2005-03-07 11:00:00,11.0,0.0,3.0,162.0,339.0,4.4,912.0,731.0,912.0,811.0,684.0,9.6,27.7,0.3308,554.925
2005-03-07 12:00:00,12.0,0.0,3.0,155.0,316.0,4.4,896.0,731.0,911.0,799.0,627.0,10.6,25.3,0.3224,524.6625
2005-03-07 13:00:00,13.0,0.0,3.0,136.0,218.0,4.3,890.0,726.0,921.0,779.0,523.0,10.2,25.6,0.3181,518.1875
2005-03-07 14:00:00,14.0,0.0,3.0,124.0,177.0,4.5,891.0,740.0,919.0,788.0,502.0,10.0,25.2,0.3079,549.1875
2005-03-07 15:00:00,15.0,0.0,3.0,158.0,278.0,4.5,894.0,737.0,913.0,805.0,604.0,9.7,25.7,0.3088,566.475
2005-03-07 16:00:00,16.0,0.0,3.0,167.0,313.0,4.8,907.0,753.0,886.0,819.0,682.0,9.7,26.8,0.3226,611.5375
2005-03-07 17:00:00,17.0,0.0,3.0,176.0,351.0,6.3,973.0,827.0,825.0,888.0,846.0,9.4,27.3,0.3216,665.2
2005-03-07 18:00:00,18.0,0.0,3.0,204.0,374.0,9.6,1035.0,961.0,726.0,985.0,1027.0,7.9,28.0,0.2999,754.0
2005-03-07 19:00:00,19.0,0.0,3.0,209.0,431.0,15.0,1146.0,1147.0,621.0,1148.0,1315.0,6.9,30.7,0.3066,768.175
2005-03-07 20:00:00,20.0,0.0,3.0,224.0,468.0,15.4,1176.0,1162.0,600.0,1137.0,1363.0,6.1,33.3,0.3152,689.7375
2005-03-07 21:00:00,21.0,0.0,3.0,211.0,368.0,8.9,1057.0,935.0,720.0,982.0,1236.0,5.0,37.4,0.329,619.625
2005-03-07 22:00:00,22.0,0.0,3.0,174.0,239.0,5.0,974.0,763.0,861.0,865.0,1076.0,4.2,40.9,0.3417,657.8125
2005-03-07 23:00:00,23.0,0.0,3.0,181.0,292.0,6.5,1044.0,834.0,781.0,924.0,1200.0,3.9,43.5,0.3538,612.175
2005-03-08 00:00:00,0.0,1.0,3.0,157.0,205.0,4.4,988.0,734.0,860.0,868.0,1081.0,3.0,47.7,0.3658,637.7875
2005-03-08 01:00:00,1.0,1.0,3.0,154.0,255.0,5.3,1016.0,781.0,799.0,918.0,1174.0,2.5,52.1,0.3855,595.2625
2005-03-08 02:00:00,2.0,1.0,3.0,147.0,220.0,3.1,929.0,659.0,920.0,851.0,1033.0,2.0,53.5,0.3831,562.2375
2005-03-08 03:00:00,3.0,1.0,3.0,109.0,180.0,1.9,876.0,576.0,1040.0,815.0,900.0,1.0,56.7,0.3803,545.0875
2005-03-08 04:00:00,4.0,1.0,3.0,101.0,114.0,1.7,872.0,558.0,1054.0,807.0,853.0,0.5,59.4,0.3841,558.9875
2005-03-08 05:00:00,5.0,1.0,3.0,114.0,153.0,1.9,888.0,574.0,1035.0,820.0,886.0,1.4,56.8,0.3903,583.725
2005-03-08 06:00:00,6.0,1.0,3.0,134.0,224.0,2.8,927.0,638.0,949.0,846.0,949.0,0.9,58.4,0.388,625.8125
2005-03-08 07:00:00,7.0,1.0,3.0,144.0,295.0,5.5,991.0,786.0,817.0,931.0,1037.0,0.3,61.0,0.3881,865.0375
2005-03-08 08:00:00,8.0,1.0,3.0,182.0,667.0,18.3,1317.0,1247.0,558.0,1360.0,1571.0,0.9,59.1,0.3913,989.1625
2005-03-08 09:00:00,9.0,1.0,3.0,223.0,867.0,26.3,1402.0,1462.0,449.0,1599.0,1885.0,4.1,47.9,0.3959,851.6625
2005-03-08 10:00:00,10.0,1.0,3.0,219.0,666.0,16.3,1222.0,1188.0,554.0,1265.0,1683.0,7.7,34.6,0.3652,768.0375
2005-03-08 11:00:00,11.0,1.0,3.0,215.0,595.0,12.3,1109.0,1060.0,650.0,1091.0,1412.0,10.9,25.7,0.3341,640.05
2005-03-08 12:00:00,12.0,1.0,3.0,191.0,421.0,7.4,959.0,875.0,797.0,864.0,1006.0,13.7,17.4,0.2715,605.6375
2005-03-08 13:00:00,13.0,1.0,3.0,162.0,292.0,8.1,964.0,902.0,780.0,882.0,855.0,14.0,16.8,0.2672,644.1
2005-03-08 14:00:00,14.0,1.0,3.0,165.0,308.0,10.8,1006.0,1006.0,705.0,988.0,964.0,14.1,17.0,0.2729,629.4625
2005-03-08 15:00:00,15.0,1.0,3.0,171.0,347.0,9.7,1002.0,968.0,732.0,920.0,886.0,15.0,15.8,0.2678,641.8625
2005-03-08 16:00:00,16.0,1.0,3.0,164.0,377.0,9.9,997.0,975.0,739.0,926.0,947.0,16.5,14.9,0.2775,644.45
2005-03-08 17:00:00,17.0,1.0,3.0,168.0,325.0,9.6,1019.0,964.0,729.0,957.0,984.0,15.8,16.7,0.2972,796.1875
2005-03-08 18:00:00,18.0,1.0,3.0,204.0,508.0,16.5,1192.0,1196.0,581.0,1222.0,1450.0,13.2,23.9,0.3597,955.3
2005-03-08 19:00:00,19.0,1.0,3.0,242.0,768.0,23.4,1399.0,1387.0,487.0,1499.0,1837.0,11.0,33.8,0.4436,969.65
2005-03-08 20:00:00,20.0,1.0,3.0,246.0,764.0,24.2,1419.0,1408.0,466.0,1531.0,1899.0,9.5,39.0,0.4644,812.4125
2005-03-08 21:00:00,21.0,1.0,3.0,215.0,500.0,13.3,1250.0,1094.0,600.0,1198.0,1629.0,8.5,42.4,0.4716,747.675
2005-03-08 22:00:00,22.0,1.0,3.0,206.0,463.0,8.4,1156.0,916.0,687.0,1055.0,1490.0,7.5,44.0,0.4564,666.925
2005-03-08 23:00:00,23.0,1.0,3.0,167.0,258.0,5.4,1064.0,783.0,785.0,954.0,1319.0,6.6,46.0,0.4505,649.025
2005-03-09 00:00:00,0.0,2.0,3.0,145.0,214.0,5.2,1066.0,771.0,795.0,949.0,1247.0,5.5,49.6,0.4526,624.075
2005-03-09 01:00:00,1.0,2.0,3.0,133.0,191.0,4.6,1031.0,741.0,821.0,927.0,1144.0,4.9,52.2,0.4567,587.525
2005-03-09 02:00:00,2.0,2.0,3.0,117.0,154.0,3.2,973.0,663.0,889.0,887.0,1014.0,4.6,53.5,0.4584,571.4
2005-03-09 03:00:00,3.0,2.0,3.0,109.0,180.0,2.2,937.0,600.0,985.0,873.0,885.0,4.7,53.1,0.4589,561.0625
2005-03-09 04:00:00,4.0,2.0,3.0,90.0,113.0,2.5,930.0,616.0,969.0,893.0,875.0,3.8,56.8,0.4614,581.6
2005-03-09 05:00:00,5.0,2.0,3.0,112.0,167.0,2.8,949.0,640.0,902.0,909.0,971.0,2.3,63.5,0.463,612.8625
2005-03-09 06:00:00,6.0,2.0,3.0,120.0,235.0,3.9,979.0,707.0,851.0,959.0,1048.0,2.0,64.9,0.4657,683.9
2005-03-09 07:00:00,7.0,2.0,3.0,141.0,372.0,7.2,1094.0,865.0,708.0,1061.0,1223.0,2.0,65.3,0.4688,950.3625
2005-03-09 08:00:00,8.0,2.0,3.0,190.0,877.0,20.9,1450.0,1322.0,490.0,1497.0,1756.0,3.3,61.6,0.4829,1030.875
2005-03-09 09:00:00,9.0,2.0,3.0,215.0,900.0,27.0,1508.0,1479.0,419.0,1685.0,2014.0,5.7,52.5,0.4851,916.1875
2005-03-09 10:00:00,10.0,2.0,3.0,215.0,733.0,18.5,1374.0,1255.0,504.0,1375.0,1855.0,8.3,43.5,0.4774,871.25
